Eng,Kor,Ver
Wooden Bin,나무 쓰레기통,
Imitation Wooden Skylight,모조 목제 채광창,
Square Niche Partition,사각 벽감 칸막이,
Pendant Wall Light,벽걸이 사슬등,
Loft Bed,벙커침대,
Restaurant Showcase,레스토랑 진열장,
Ruby Sea Phasmascape,마도 풍경화: 홍옥해,
Aurora Phasmascape,마도 풍경화: 오로라,
Il Mheg Garden Fountain,일 메그 정원분수,
Hanging Bench,그네 긴의자,
Coldbare Tree,겨울나무,
Poroggo Lawn Ornament,포록고 물레방아,
Miniature Antique Clock Tower,옛날식 시계탑,
Shirogane Pinwheel,시로가네 바람개비,
Gold Plating,황금 외장 부품,
Gold Cog,황금 정밀 톱니바퀴,
Gold Motor Component,황금 동력 부품,
Gold Mechanical Voice Box,황금 발성 부품,
Starlens Brace,성견경 기둥,
Aetherial Lens,에테르 관측 부재,
Aetherial Amplifier,에테르 증폭 부재,
Aetherial Conductor,에테르 전도 부재,
Panaloaf Sweetener,특제 감미료,
Panaloaf Yeast,특제 효모,
Panaloaf Oil,특제 유지,
Ascorbic Additive,특제 첨가물,
Hannish Staple,라자한 문화 필수품,
Garlean Staple,갈레말 문화 필수품,
Lunar Staple,극한 문화 필수품,
Elpis Staple,고대 문화 필수품,
Giant Aetherlouse,엑스 에테르 쥐며느리,
Garjana Wrasse,가르자나 놀래기,
Garlean Clam,갈레말 조개,
Smaragdos,스마라그도스,
Highland Cottage Permit (Wood),건축 허가증: 커르다스의 아담한 목조 주택,
Highland Cottage Permit (Stone),건축 허가증: 커르다스의 아담한 석조 주택,
Highland Cottage Permit (Composite),건축 허가증: 커르다스의 아담한 복합조 주택,
Highland House Permit (Wood),건축 허가증: 커르다스의 목조 주택,
Highland House Permit (Stone),건축 허가증: 커르다스의 석조 주택,
Highland House Permit (Composite),건축 허가증: 커르다스의 복합조 주택,
Highland Mansion Permit (Wood),건축 허가증: 커르다스의 대형 목조 주택,
Highland Mansion Permit (Stone),건축 허가증: 커르다스의 대형 석조 주택,
Highland Mansion Permit (Composite),건축 허가증: 커르다스의 대형 복합조 주택,
Highland Chocobo Stable,커르다스 초코보 축사,
Master Carpenter IX,목수의 비전서: 제9권,
Master Blacksmith IX,대장장이의 비전서: 제9권,
Master Armorer IX,갑주제작사의 비전서: 제9권,
Master Goldsmith IX,보석공예가의 비전서: 제9권,
Master Leatherworker IX,가죽공예가의 비전서: 제9권,
Master Weaver IX,재봉사의 비전서: 제9권,
Master Alchemist IX,연금술사의 비전서: 제9권,
Master Culinarian IX,요리사의 비전서: 제9권,
Rarefied Horse Chestnut Kasa,소장용 칠엽수 삿갓,
Rarefied Palm Bracelet,소장용 야자나무 팔찌,
Rarefied Red Pine Spinning Wheel,소장용 붉은소나무 물레,
Rarefied Ironwood Grinding Wheel,소장용 철목 연삭기,
Rarefied Integral Armillae,소장용 인테그랄 손목고리,
Rarefied High Durium Pistol,소장용 휘취은 권총,
Rarefied High Durium Greatsword,소장용 휘취은 그레이트소드,
Rarefied Bismuth Sledgehammer,소장용 창연 채굴망치,
Rarefied Manganese Cross-pein Hammer,소장용 망간 단조망치,
Rarefied Chondrite Culinary Knife,소장용 콘드라이트 요리칼,
Rarefied High Durium Knuckles,소장용 휘취은 너클,
Rarefied High Durium Kite Shield,소장용 휘취은 연모양 방패,
Rarefied Bismuth Fat Cat Frypan,소장용 창연 뚱냥이 프라이팬,
Rarefied Manganese Armor of the Behemoth King,소장용 망간 대왕 베히모스 갑옷,
Rarefied Chondrite Sollerets,소장용 콘드라이트 쇠구두,
Rarefied High Durium Milpreves,소장용 휘취은 밀프레베,
Rarefied Pewter Choker,소장용 백랍 목장식,
Rarefied Phrygian Earring,소장용 프리기아 귀걸이,
Rarefied Manganese Horn of the Last Unicorn,소장용 망간 최후의 유니콘 뿔장식,
Rarefied Star Quartz Choker,소장용 별석영 목장식,
Rarefied Gajaskin Shoes,소장용 가자 신발,
Rarefied Luncheon Toadskin Hose,소장용 산닭개구리 기마바지,
Rarefied Saigaskin Gloves,소장용 사이가 장갑,
Rarefied Kumbhiraskin Shoes,소장용 쿰비라 신발,
Rarefied Ophiotauroskin Top,소장용 오피오타우로스 상의,
Rarefied Darkhempen Hat,소장용 흑마포 모자,
Rarefied Almasty Serge Gloves,소장용 알마스티 장갑,
Rarefied Snow Linen Doublet,소장용 설아마 제작자 겹옷조끼,
Rarefied Scarlet Moko Wedge Cap,소장용 진홍모시 정장모자,
Rarefied AR-Caean Velvet Bottoms,소장용 카에안 우단 하의,
Rarefied Gajaskin Codex,소장용 가자 치유서,
Rarefied Luncheon Toadskin Grimoire,소장용 산닭개구리 마도서,
Rarefied Moon Gel,소장용 문젤,
Rarefied Enchanted Manganese Ink,소장용 망간 마법 잉크,
Rarefied Draught,소장용 약주,
Rarefied Archon Loaf,소장용 현인빵,
Rarefied King Crab Cake,소장용 왕게살전,
Rarefied Happiness Juice,소장용 행복 주스,
Rarefied Giant Haddock Dip,소장용 대왕 숭어알 샐러드,
Rarefied Giant Popoto Pancakes,소장용 대왕포포토 팬케이크,
Horse Chestnut Weapon Coffer (IL 515) ,칠엽수 무기 궤짝[아이템 레벨 515],
Horse Chestnut Head Gear Coffer (IL 515),칠엽수 머리 방어구 궤짝[아이템 레벨 515],
Horse Chestnut Chest Gear Coffer (IL 515),칠엽수 몸통 방어구 궤짝[아이템 레벨 515],
Horse Chestnut Hand Gear Coffer (IL 515),칠엽수 손 방어구 궤짝[아이템 레벨 515],
Horse Chestnut Leg Gear Coffer (IL 515),칠엽수 다리 방어구 궤짝[아이템 레벨 515],
Horse Chestnut Foot Gear Coffer (IL 515),칠엽수 발 방어구 궤짝[아이템 레벨 515],
Horse Chestnut Earring Coffer (IL 515),칠엽수 귀걸이 궤짝[아이템 레벨 515],
Horse Chestnut Necklace Coffer (IL 515),칠엽수 목걸이 궤짝[아이템 레벨 515],
Horse Chestnut Bracelet Coffer (IL 515),칠엽수 팔찌 궤짝[아이템 레벨 515],
Horse Chestnut Ring Coffer (IL 515),칠엽수 반지 궤짝[아이템 레벨 515],
Pewter Weapon Coffer (IL 525),백랍 무기 궤짝[아이템 레벨 525],
Pewter Head Gear Coffer (IL 525),백랍 머리 방어구 궤짝[아이템 레벨 525],
Pewter Chest Gear Coffer (IL 525),백랍 몸통 방어구 궤짝[아이템 레벨 525],
Pewter Hand Gear Coffer (IL 525),백랍 손 방어구 궤짝[아이템 레벨 525],
Pewter Leg Gear Coffer (IL 525),백랍 다리 방어구 궤짝[아이템 레벨 525],
Pewter Foot Gear Coffer (IL 525),백랍 발 방어구 궤짝[아이템 레벨 525],
Pewter Earring Coffer (IL 525),백랍 귀걸이 궤짝[아이템 레벨 525],
Pewter Necklace Coffer (IL 525),백랍 목걸이 궤짝[아이템 레벨 525],
Pewter Bracelet Coffer (IL 525),백랍 팔찌 궤짝[아이템 레벨 525],
Pewter Ring Coffer (IL 525),백랍 반지 궤짝[아이템 레벨 525],
Phrygian Weapon Coffer (IL 533),프리기아금 무기 궤짝[아이템 레벨 533],
Phrygian Head Gear Coffer (IL 533),프리기아금 머리 방어구 궤짝[아이템 레벨 533],
Phrygian Chest Gear Coffer (IL 533),프리기아금 몸통 방어구 궤짝[아이템 레벨 533],
Phrygian Hand Gear Coffer (IL 533),프리기아금 손 방어구 궤짝[아이템 레벨 533],
Phrygian Leg Gear Coffer (IL 533),프리기아금 다리 방어구 궤짝[아이템 레벨 533],
Phrygian Foot Gear Coffer (IL 533),프리기아금 발 방어구 궤짝[아이템 레벨 533],
Phrygian Earring Coffer (IL 533),프리기아금 귀걸이 궤짝[아이템 레벨 533],
Phrygian Necklace Coffer (IL 533),프리기아금 목걸이 궤짝[아이템 레벨 533],
Phrygian Bracelet Coffer (IL 533),프리기아금 팔찌 궤짝[아이템 레벨 533],
Phrygian Ring Coffer (IL 533),프리기아금 반지 궤짝[아이템 레벨 533],
Ironwood Weapon Coffer (IL 539),철목 무기 궤짝[아이템 레벨 539],
Ironwood Head Gear Coffer (IL 539),철목 머리 방어구 궤짝[아이템 레벨 539],
Ironwood Chest Gear Coffer (IL 539),철목 몸통 방어구 궤짝[아이템 레벨 539],
Ironwood Hand Gear Coffer (IL 539),철목 손 방어구 궤짝[아이템 레벨 539],
Ironwood Leg Gear Coffer (IL 539),철목 다리 방어구 궤짝[아이템 레벨 539],
Ironwood Foot Gear Coffer (IL 539),철목 발 방어구 궤짝[아이템 레벨 539],
Ironwood Earring Coffer (IL 539),철목 귀걸이 궤짝[아이템 레벨 539],
Ironwood Necklace Coffer (IL 539),철목 목걸이 궤짝[아이템 레벨 539],
Ironwood Bracelet Coffer (IL 539),철목 팔찌 궤짝[아이템 레벨 539],
Ironwood Ring Coffer (IL 539),철목 반지 궤짝[아이템 레벨 539],
Chondrite Weapon Coffer (IL 545),콘드라이트 무기 궤짝[아이템 레벨 545],
Chondrite Head Gear Coffer (IL 545),콘드라이트 머리 방어구 궤짝[아이템 레벨 545],
Chondrite Chest Gear Coffer (IL 545),콘드라이트 몸통 방어구 궤짝[아이템 레벨 545],
Chondrite Hand Gear Coffer (IL 545),콘드라이트 손 방어구 궤짝[아이템 레벨 545],
Chondrite Leg Gear Coffer (IL 545),콘드라이트 다리 방어구 궤짝[아이템 레벨 545],
Chondrite Foot Gear Coffer (IL 545),콘드라이트 발 방어구 궤짝[아이템 레벨 545],
Chondrite Earring Coffer (IL 545),콘드라이트 귀걸이 궤짝[아이템 레벨 545],
Chondrite Necklace Coffer (IL 545),콘드라이트 목걸이 궤짝[아이템 레벨 545],
Chondrite Bracelet Coffer (IL 545),콘드라이트 팔찌 궤짝[아이템 레벨 545],
Chondrite Ring Coffer (IL 545),콘드라이트 반지 궤짝[아이템 레벨 545],
Crystarium Weapon Coffer (IL 500),크리스타리움 무기 궤짝[아이템 레벨 500],
Crystarium Gear of Fending Coffer (IL 500),크리스타리움 수호자 방어구 궤짝[아이템 레벨 500],
Crystarium Gear of Maiming Coffer (IL 500),크리스타리움 학살자 방어구 궤짝[아이템 레벨 500],
Crystarium Gear of Striking Coffer (IL 500),크리스타리움 타격대 방어구 궤짝[아이템 레벨 500],
Crystarium Gear of Aiming Coffer (IL 500),크리스타리움 유격대 방어구 궤짝[아이템 레벨 500],
Crystarium Gear of Scouting Coffer (IL 500),크리스타리움 정찰대 방어구 궤짝[아이템 레벨 500],
Crystarium Gear of Healing Coffer (IL 500),크리스타리움 치유사 방어구 궤짝[아이템 레벨 500],
Crystarium Gear of Casting Coffer (IL 500),크리스타리움 마술사 방어구 궤짝[아이템 레벨 500],
Crystarium Accessories of Fending Coffer (IL 500),크리스타리움 수호자 장신구 궤짝[아이템 레벨 500],
Crystarium Accessories of Slaying Coffer (IL 500),크리스타리움 공격대 장신구 궤짝[아이템 레벨 500],
Crystarium Accessories of Aiming Coffer (IL 500),크리스타리움 유격대 장신구 궤짝[아이템 레벨 500],
Crystarium Accessories of Healing Coffer (IL 500),크리스타리움 치유사 장신구 궤짝[아이템 레벨 500],
Crystarium Accessories of Casting Coffer (IL 500),크리스타리움 마술사 장신구 궤짝[아이템 레벨 500],
Cryptlurker's Accessories of Fending Coffer (IL 530),지하매복자 수호자 장신구 궤짝[아이템 레벨 530],
Cryptlurker's Accessories of Slaying Coffer (IL 530),지하매복자 공격대 장신구 궤짝[아이템 레벨 530],
Cryptlurker's Accessories of Aiming Coffer (IL 530),지하매복자 유격대 장신구 궤짝[아이템 레벨 530],
Cryptlurker's Accessories of Healing Coffer (IL 530),지하매복자 치유사 장신구 궤짝[아이템 레벨 530],
Cryptlurker's Accessories of Casting Coffer (IL 530),지하매복자 마술사 장신구 궤짝[아이템 레벨 530],
Asphodelos Weapon Coffer (IL 605),변옥 무기 궤짝[아이템 레벨 605],
Asphodelos Head Gear Coffer (IL 600),변옥 머리 방어구 궤짝[아이템 레벨 600],
Asphodelos Chest Gear Coffer (IL 600),변옥 몸통 방어구 궤짝[아이템 레벨 600],
Asphodelos Hand Gear Coffer (IL 600),변옥 손 방어구 궤짝[아이템 레벨 600],
Asphodelos Leg Gear Coffer (IL 600),변옥 다리 방어구 궤짝[아이템 레벨 600],
Asphodelos Foot Gear Coffer (IL 600),변옥 발 방어구 궤짝[아이템 레벨 600],
Asphodelos Earring Coffer (IL 600),변옥 귀걸이 궤짝[아이템 레벨 600],
Asphodelos Necklace Coffer (IL 600),변옥 목걸이 궤짝[아이템 레벨 600],
Asphodelos Bracelet Coffer (IL 600),변옥 팔찌 궤짝[아이템 레벨 600],
Asphodelos Ring Coffer (IL 600),변옥 반지 궤짝[아이템 레벨 600],
Triteleia Seeds,트리텔레이아 씨앗,
Red Triteleia,트리텔레이아: 빨강,
Blue Triteleia,트리텔레이아: 파랑,
Yellow Triteleia,트리텔레이아: 노랑,
Green Triteleia,트리텔레이아: 초록,
Orange Triteleia,트리텔레이아: 주황,
Purple Triteleia,트리텔레이아: 보라,
White Triteleia,트리텔레이아: 하양,
Black Triteleia,트리텔레이아: 검정,
Rainbow Triteleia,트리텔레이아: 혼합,
Death Scythe,죽음의 낫,
Hellhound Scythe,지옥견 낫,
Padjali War Scythe,파잘 전투낫,
Kinna Sickle,킨나 대낫,
Naigama of the Crimson Lotus,홍련 치겸,
Empyrean War Talon,천궁 과,
Deepgold War Scythe,농금 전투낫,
Augmented Scaevan Magitek Scythe,보강된 스카이와 마도 낫,
Lakeland Scythe,레이크랜드 낫,
Deepgold Sickle,농금 대낫,
Fae Sickle,요정 대낫,
Bluespirit Sickle,영청 대낫,
Ravel Keeper's Sickle,키타나 신굴지기 대낫,
Titanbronze Zaghnal,티타늄동 자그날,
Nabaath Zaghnal,나바스아렝 자그날,
Dwarven Mythril War Scythe,디미스라이트 전투낫,
War Scythe of the Forgiven,면죄의 전투낫,
Augmented Cryptlurker's War Scythe,보강된 지하매복자 전투낫,
Edenmorn Sickle,에덴의 아침 대낫,
Hellhound Pendulums,지옥견 진자,
Padjali Milpreves,파잘 밀프레베,
Kinna Milpreves,킨나 밀프레베,
Dzi of the Crimson Lotus,홍련 천주,
Empyrean Dzi,천궁 천주,
Stonegold Milpreves,석금 밀프레베,
Augmented Scaevan Magitek Wings,보강된 스카이와 마도 날개,
Lakeland Wings,레이크랜드 날개,
Stonegold Syrinxi,석금 시링크스,
Fae Milpreves,요정 밀프레베,
Bluespirit Wings,영청 날개,
Ravel Keeper's Wings,키타나 신굴지기 날개,
Titanbronze Pendulums,티타늄동 진자,
Nabaath Pendulums,나바스아렝 진자,
Dwarven Mythril Milpreves,디미스라이트 밀프레베,
The Forgiven's Pendulums,면죄의 진자,
Augmented Cryptlurker's Pendulums,보강된 지하매복자 진자,
Edenmorn Pendulums,에덴의 아침 진자,
Crystal of Eternal Darkness,영원한 어둠 크리스탈,
Crystal of Divine Light,신성한 빛 크리스탈,
Trophy of Eternal Darkness,영원한 어둠 트로피,
Trophy of Divine Light,신성한 빛 트로피,
,,
New World Burrito Lunch,신대륙 점심식사: 부리토,
Hannish Silk Rack,라자한 비단 묶음,
Ancient Lamp,고대 실내등,
Labyrinthos Warning Sign,라비린토스 경고판,
Etheirys Globe,아이테리스 천구의,
Nekropolis Table,잔해별 탁자,
Pumpkin Flower Vase,호박 꽃병,
Starlight Mobile,별빛 모빌,
Thavnairian Striking Dummy,사베네어 나무인형,
Garlean Containers,갈레안 물자함,
Sharlayan Lamppost,샬레이안 가로등,
Thavnairian Dhow,사베네어 다우,
Haunted Pumpkin Set,유령과 호박,
Garlean Concrete Inner Wall,갈레안 콘크리트 내벽,
Varied Wood Flooring,연한색 혼합 집성목 바닥,
Leafy Ceiling Lamp,나뭇잎 천장등,
Small Cafe Walls,소형 카페 외벽,
Medium Cafe Walls,중형 카페 외벽,
Large Cafe Walls,대형 카페 외벽,
Astral Totem,별빛 극성 우상,
Umbral Totem,그림자 극성 우상,
Unsung Helm of Asphodelos,낡은 변옥 투구,
Unsung Armor of Asphodelos,낡은 변옥 갑옷,
Unsung Gauntlets of Asphodelos,낡은 변옥 완갑,
Unsung Chausses of Asphodelos,낡은 변옥 하의,
Unsung Greaves of Asphodelos,낡은 변옥 쇠구두,
Unsung Ring of Asphodelos,낡은 변옥 장신구,
Asphodelos Mythos I,변옥 낱장: 제1편,
Asphodelos Mythos II,변옥 낱장: 제2편,
Asphodelos Mythos III,변옥 낱장: 제3편,
Asphodelos Mythos IV,변옥 낱장: 제4편,
Unsung Blade of Asphodelos,낡은 변옥 검,
Radiant Roborant,별빛전사단 강화약,
Radiant Twine,별빛전사단 강화섬유,
Radiant Coating,별빛전사단 경화약,
Discal Tomestone,극소형 석판,
Pumpkin Cookie,호박 쿠키,
Bicolor Gemstone Voucher,두 빛깔 보석 납품 증서,
Irregular Tomestone of Scripture,희소 석판: 성전,
Gold Core Material,황금 심핵 재료,
Gold Core,황금 심핵,
Gold Connector Material,황금 접합 부품 재료,
Gold Connector,황금 접합 부품,
Writing Utensil Materials,멋진 필기구 재료,
Writing Utensils,멋진 필기구,
Starlens Wand Material,성견경 조작 지팡이 재료,
Starlens Wand,성견경 조작 지팡이,
Golden Spice Ingredients,황금 향신료 재료,
Golden Spice,황금 향신료,
Fishcake Ingredient Supplies,어육 완자 필수품 재료,
